name,slug,description,assets,facets,optionGroups,optionValues,sku,price,taxCategory,stockOnHand,trackInventory,variantAssets,variantFacets  
Toyota Corolla,toyota-corolla,The Toyota Corolla is a compact sedan that has been a popular choice for drivers for many years.,https://www.razaoautomovel.com/wp-content/uploads/2020/07/Toyota-Corolla-Sedan-GR-SPORT-1_925x520_acf_cropped-925x520.jpg,brand:Toyota|type:Sedan|modelYear:2021,modelYear|trim|color,2021|LE|White,TC2021LEWHT,19999,standard,50,TRUE,,  
Honda Civic,honda-civic,The Honda Civic is a popular compact sedan known for its reliability and fuel efficiency.,https://cdn.motor1.com/images/mgl/mBrOo/s3/honda-civic-exl-2020.jpg,brand:Honda|type:Sedan|modelYear:2021,modelYear|trim|color,2021|LX|Black,HC2021LXBLK,20999,standard,75,TRUE,,  
Ford Mustang,ford-mustang,The Ford Mustang is a classic American muscle car with a sporty design and powerful engine.,https://images.carexpert.com.au/crop/1200/630/app/uploads/2021/12/2022-ford-mustang-gt-review-1.jpg,brand:Ford|type:Coupe|modelYear:2021,modelYear|trim|color,2021|GT|Red,FM2021GTRD,29999,standard,20,TRUE,,  
Chevrolet Camaro,chevrolet-camaro,The Chevrolet Camaro is another classic American muscle car that is known for its speed and performance.,https://i.pinimg.com/originals/d6/52/f4/d652f465d1293e95015a9f151191f9b9.png,brand:Chevrolet|type:Coupe|modelYear:2021,modelYear|trim|color,2021|SS|Blue,CC2021SSBLU,34999,standard,15,TRUE,,  
Audi A4,audi-a4,The Audi A4 is a luxury sedan that offers a smooth and comfortable ride with plenty of high-end features.,https://images.carexpert.com.au/crop/1200/630/app/uploads/2022/02/2022-Audi-A4-Sedan-45-TFSI-quattro-S-line-HERO.jpg,brand:Audi|type:Sedan|modelYear:2021,modelYear|trim|color,2021|Premium|Gray,AA2021PG,40999,standard,10,TRUE,,  
BMW 3 Series,bmw-3-series,The BMW 3 Series is another luxury sedan that offers a stylish design and impressive performance.,https://carsguide-res.cloudinary.com/image/upload/f_auto,fl_lossy,q_auto,t_cg_hero_large/v1/editorial/2021-BMW-330i-Icon-Edition-sedan-black-1001x565-1.jpg,brand:BMW|type:Sedan|modelYear:2021,modelYear|trim|color,2021|330i|Black,BMW2021BLK,43999,standard,5,TRUE,,  
Mercedes-Benz C-Class,mercedes-benz-c-class,The Mercedes-Benz C-Class is a luxury sedan that offers a smooth and comfortable ride with plenty of high-end features.,https://vehicle-images.dealerinspire.com/4936-11001174/W1KAF4HB9PR076859/a78e69a2cf8bf0f3b47bbb8adb417d97.jpg,brand:Mercedes-Benz|type:Sedan|modelYear:2021,modelYear|trim|color,2021|C300|Silver,MB2021C300SIL,47999,standard,3,TRUE,,  
Hyundai Sonata,hyundai-sonata,The Hyundai Sonata is a mid-size sedan that is known for its spacious interior and fuel efficiency.,https://hips.hearstapps.com/hmg-prod/images/2021-hyundai-sonata-n-line-108-1606156377.jpg,brand:Hyundai|type:Sedan|modelYear:2021,modelYear|trim|color,2021|SEL|White,HS2021SELWHT,24999,standard,30,TRUE,,  
Kia Optima,kia-optima,The Kia Optima is another mid-size sedan that offers a comfortable ride and plenty of features for its price.,https://di-uploads-pod11.dealerinspire.com/racewaykiaoffreehold/uploads/2019/08/2020-Kia-Optima-S-Model-Left.jpg,brand:Kia|type:Sedan|modelYear:2021,modelYear|trim|color,2021|EX|Black,KO2021EXBLK,21999,standard,45,TRUE,,  
Nissan Altima,nissan-altima,The Nissan Altima is a mid-size sedan that is known for its fuel efficiency and comfortable ride.,https://inv.assets.ansira.net/ChromeColorMatch/us/WHITE_cc_2023NIC040049_01_1280_KCH.jpg,brand:Nissan|type:Sedan|modelYear:2021,modelYear|trim|color,2021|SV|Gray,NA2021SVGRY,22999,standard,25,TRUE,,  
Subaru Impreza,subaru-impreza,The Subaru Impreza is a compact sedan that offers all-wheel drive and a spacious interior.,https://s3.amazonaws.com/subarumedia.iconicweb.com/mediasite/libraryImages/2017_IMPREZA_SPORT_Sedan_-Lapis_Blue_Pearl__mid.jpg,brand:Subaru|type:Sedan|modelYear:2021,modelYear|trim|color,2021|Sport|Blue,SI2021SPBLU,23999,standard,20,TRUE,,  
Infiniti Q50,infiniti-q50,The Infiniti Q50 is a luxury sedan that offers a sporty design and impressive performance.,https://pictures.dealer.com/c/cerritosinfinitibha/1913/0b1fd0b74036a7902ee7a543516c8e33x.jpg,brand:Infiniti|type:Sedan|modelYear:2021,modelYear|trim|color,2021|Red Sport|Black,IQ2021RSBLK,46999,standard,8,TRUE,,  
Tesla Model S,tesla-model-s,The Tesla Model S is a high-end electric vehicle that offers impressive acceleration and a long range.,https://npr.brightspotcdn.com/f5/9c/2a5f95b24492a3dda272dca4c0f5/tesla3.jpg,brand:Tesla|type:Sedan|modelYear:2021,modelYear|trim|color,2021|Long Range|White,TMS2021LRWHT,79999,standard,2,TRUE,,  
Porsche Panamera,porsche-panamera,The Porsche Panamera is a luxury sedan that offers a sleek design and impressive performance.,https://imgd.aeplcdn.com/664x374/n/cw/ec/28304/panamera-exterior-right-front-three-quarter.jpeg,brand:Porsche|type:Sedan|modelYear:2021,modelYear|trim|color,2021|4S|Black,PP20214SBLK,109999,standard,1,TRUE,,  
Cadillac CT5,cadillac-ct5,The Cadillac CT5 is a luxury sedan that offers a stylish design and impressive performance.,https://cgi.cadillac.com/mmgprod-us/dynres/prove/image.gen?i=2024/6DC79/6DC79__1SD/GBA_0ST_1NF_1SD_1SZ_2NF_2ST_4AA_5A7_5FC_6X1_719_7X1_8X2_9L3_9X2_A2X_A45_A7K_AEF_AER_AHP_AJC_AJW_AKP_AL0_AM9_AQ9_AT8_ATH_AVK_AVN_AVU_AXG_AXJ_AYG_B34_B35_B56_B7G_BTV_BYO_C3U_C70_CE1_CJ2_CWM_D7A_DEG_DRZ_DXR_E22_E28_EF7_EPH_F_F46_FE2_FE9_FJW_H1Y_HD7_HME_HRD_HS1_IOT_IVN_J24_J77_JJ2_JL9_JM8_K12_K4C_KA1_KBC_KD4_KEM_KI3_KL9_KPA_KRV_KSG_KU9_LAL_LGY_MAH_MCR_MDE_MHS_N38_NE8_NP5_NTB_PDH_PPW_PRF_Q86_QES_R8R_R9N_RSR_SLM_SSE_T4L_T87_T8Z_TDM_TFK_TL3_TQ5_TTW_U2K_U2L_U80_UDV_UE1_UE4_UEU_UFG_UG1_UGC_UGE_UGN_UHX_UJN_UKC_UKG_UKJ_UKK_UMN_UQP_USS_UV2_UV6_UVZ_V76_V8D_VAV_VH9_VHM_VK3_VLI_VRF_VRG_VRH_VRJ_VRK_VRL_VRM_VRN_VRR_VT7_VV4_WMY_XL8_XVR_Y26_Y5V_Y5W_Y5X_Y5Y_Y6F_Y6L_YM8gmds2.jpg&v=deg02&std=true&country=US,brand:Cadillac|type:Sedan|modelYear:2021,modelYear|trim|color,2021|Premium Luxury|Black,CC2021PLBLK,49999,standard,5,TRUE,,  
Dodge Charger,dodge-charger,The Dodge Charger is a classic American muscle car that offers a powerful engine and sporty design.,https://vehicle-images.dealerinspire.com/407e-110009454/thumbnails/large/2C3CDXBG0NH196985/90d3044913bc119d89965b485238b885.jpg,brand:Dodge|type:Sedan|modelYear:2021,modelYear|trim|color,2021|SXT|Red,DC2021SXTRD,31999,standard,15,TRUE,,  
Chrysler 300,chrysler-300,The Chrysler 300 is a luxury sedan that offers a spacious interior and comfortable ride.,https://www.chrysler.com/mediaserver/iris?client=FCAUS&market=U&brand=C&vehicle=2023_LX&paint=PSE&fabric=X9&sa=LXCH48%2C2DE%2C2JE%2C2TE%2CERB%2CDFW%2CAAH%2CPSE%2CTVJ%2CWHG%2C2EE%2CA8X9%2CA8-X9%2CA8%2CX9&pov=fronthero&height=600&bkgnd=White&resp=jpg&cut=,brand:Chrysler|type:Sedan|modelYear:2021,modelYear|trim|color,2021|Limited|Silver,CF2021LMSIL,34999,standard,8,TRUE,,  
Lincoln Continental,lincoln-continental,The Lincoln Continental is a luxury sedan that offers a smooth and comfortable ride with plenty of high-end features.,https://cka-dash.s3.amazonaws.com/006-0120-CC-911/mainimage.jpg,brand:Lincoln|type:Sedan|modelYear:2021,modelYear|trim|color,2021|Reserve|Black,LC2021RSBLK,59999,standard,2,TRUE,,  
Volvo S90,volvo-s90,The Volvo S90 is a luxury sedan that offers a comfortable and safe ride with plenty of high-end features.,https://cdn.carbuzz.com/car-thumbnails/700x375/14000/200/14213.jpg,brand:Volvo|type:Sedan|modelYear:2021,modelYear|trim|color,2021|T6|Gray,VS2021T6GRY,48999,standard,5,TRUE,,  
Maserati Ghibli,maserati-ghibli,The Maserati Ghibli is a luxury sedan that offers a sporty design and impressive performance.,https://vehicle-images.dealerinspire.com/f592-11002892/ZAM57YTM3PX428835/f9afda0150364a322211f6b0e2b6e9a2.jpg,brand:Maserati|type:Sedan|modelYear:2021,modelYear|trim|color,2021|S Q4|Blue,MS2021SQ4BLU,85999,standard,2,TRUE,,  
Genesis G80,genesis-g80,The Genesis G80 is a luxury sedan that offers a comfortable and quiet ride with plenty of high-end features.,https://images.hgmsites.net/lrg/2020-genesis-g80-3-3t-sport-awd-angular-front-exterior-view_100742987_l.jpg,brand:Genesis|type:Sedan|modelYear:2021,modelYear|trim|color,2021|3.8|White,GG202138WHT,42999,standard,7,TRUE,,  
Rolls-Royce Ghost,rolls-royce-ghost,The Rolls-Royce Ghost is a luxury sedan that offers a smooth and quiet ride with plenty of high-end features.,https://s1.cdn.autoevolution.com/images/news/driven-rolls-royce-ghost-black-badge-the-400k-squeaky-luxury-sedan-200045-7.jpg,brand:Rolls-Royce|type:Sedan|modelYear:2021,modelYear|trim|color,2021|Standard|Black,RR2021STDBLK,419999,standard,1,TRUE,,  
Bentley Flying Spur,bentley-flying-spur,The Bentley Flying Spur is a luxury sedan that offers a sleek design and impressive performance.,https://hips.hearstapps.com/hmg-prod/images/2020-bentley-flying-spur-593-hdr-1594131893.jpg,brand:Bentley|type:Sedan|modelYear:2021,modelYear|trim|color,2021|W12|Silver,BF2021W12SIL,339999,standard,2,TRUE,,  
Mercedes-Benz S-Class,mercedes-benz-s-class,The Mercedes-Benz S-Class is a luxury sedan that offers a comfortable and quiet ride with plenty of high-end features.,https://vehicle-images.dealerinspire.com/1b47-110008840/W1K6G7GB2PA189136/24c253cdf63903f91aeba7de5089c364.jpg,brand:Mercedes-Benz|type:Sedan|modelYear:2021,modelYear|trim|color,2021|S 580|White,MB2021S580WHT,129999,standard,3,TRUE,,  
BMW 7 Series,bmw-7-series,The BMW 7 Series is a luxury sedan that offers a stylish design and impressive performance.,https://vehicle-images.dealerinspire.com/a20c-11002098/WBA7U2C07MCF02213/5e14c653e8c4c3d5cf287a7661ce177a.jpg,brand:BMW|type:Sedan|modelYear:2021,modelYear|trim|color,2021|750i|Black,BMW2021750IBLK,104999,standard,4,TRUE,,  
Audi A8,audi-a8,The Audi A8 is a luxury sedan that offers a comfortable and quiet ride with plenty of high-end features.,https://www.motor24.pt/files/2017/07/Audi-A8-30-800x533_c.jpg,brand:Audi|type:Sedan|modelYear:2021,modelYear|trim|color,2021|L|Gray,AA2021LGRY,99999,standard,5,TRUE,,  
Jaguar XJ,jaguar-xj,The Jaguar XJ is a luxury sedan that offers a stylish design and impressive performance.,https://cdn.motor1.com/images/mgl/1Gl9M/s3/9-jaguar-xjl-68-9-percent.jpg,brand:Jaguar|type:Sedan|modelYear:2021,modelYear|trim|color,2021|XJL|Black,JX2021XJLBLK,94999,standard,3,TRUE,,  
Porsche Taycan,porsche-taycan,The Porsche Taycan is a high-end electric vehicle that offers impressive acceleration and a long range.,https://cdn.carbuzz.com/gallery-images/1600/1027000/0/1027087.jpg,brand:Porsche|type:Sedan|modelYear:2021,modelYear|trim|color,2021|Turbo S|Red,PP2021TSRED,139999,standard,1,TRUE,,  
Audi e-tron GT,audi-e-tron-gt,The Audi e-tron GT is a high-end electric vehicle that offers impressive acceleration and a long range.,https://pictures.dealer.com/a/audibellevueaoa/0341/7f3a954c3c23da58ad62355c9efcb4aax.jpg?impolicy=downsize&w=568,brand:Audi|type:Coupe|modelYear:2021,modelYear|trim|color,2021|RS|Blue,AA2021RSBLU,129999,standard,2,TRUE,,  